"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2017351","Geoff  Walsham and Daniel  Robey and Sundeep  Sahay","","","","Foreword: Special Issue on Information Systems in Developing Countries","317--326","","10","","","MIS Q.","June 2007","31","2","","June","2007","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2017504","Xinxin  Li and Lorin M. Hitt","","","","Price Effects in Online Product Reviews: An Analytical Model and Empirical Analysis","809--832","","24","empirical analysis, online product reviews, optimal pricing, price effects, review bias","","MIS Q.","Decenber 2010","34","4","","December","2010","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","325885","Elena  Karahanna and Detmar W. Straub and Norman L. Chervany","","","","Information Technology Adoption Across Time: A Cross-sectional Comparison of Pre-adoption and Post-adoption Beliefs","183--213","","31","IS use, MIS implementation, adoption, innovation diffusion, innovativeness, theory of reasoned action, user attitudes, user behavior","10.2307/249751","MIS Q.","June 1999","23","2","","June","1999","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2025423","Robert P. Bostrom and J. Stephen Heinen","","","","MIS Problems and Failures a Socio-technical Perspective Part II: The Application of Socio-technical Theory","11--28","","18","MIS implementation, design procedures, socio-technical systems","10.2307/249019","MIS Q.","December 1977","1","4","","December","1977","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2481636","Matthew R. Jones and Helena  Karsten","","","","Divided by a Common Language? A Response to Marshall Scott Poole","589--596","","8","","","MIS Q.","September 2009","33","3","","September","2009","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","3177696","Matthew L. Jensen and Emre  Yetgin","","","","Prominence and Interpretation of Online Conflict of Interest Disclosures","629--643","","15","astroturfing, attribution, conflict of interest, credibility, disclosure, electronic word of mouth, online reviews, prominence-interpretation theory, public awareness warnings, reviewer compensation, social consensus","10.25300/MISQ/2017/41.2.13","MIS Q.","June 2017","41","2","","June","2017","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2871319","Mari-Klara  Stein and Sue  Newell and Erica L. Wagner and Robert D. Galliers","","","","Coping with Information Technology: Mixed Emotions, Vacillation, and Nonconforming Use Patterns","367--392","","26","IT use patterns, adaptation behaviors, ambivalence, emotions, qualitative research","10.25300/MISQ/2015/39.2.05","MIS Q.","June 2015","39","2","","June","2015","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","3177606","Chee-Wee  Tan and Izak  Benbasat and Ronald T. Cenfetelli","","","","An Exploratory Study of the Formation and Impact of Electronic Service Failures","1--30","","30","critical incident technique (CIT), disconfirmed cost expectancy, disconfirmed outcome expectancy, disconfirmed process expectancy, e-commerce service failure, expectation disconfirmation theory, functional failure, information failure, qualitative comparative analysis (QCA), system failure","10.25300/MISQ/2016/40.1.01","MIS Q.","March 2016","40","1","","March","2016","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","3177706","Xiaojun  Zhang","","","","Knowledge Management System Use and Job Performance: A Multilevel Contingency Model","811--840","","30","KMS implementation, context theorizing, contingency factors, job performance, mixed methods, rich use of KMS","10.25300/MISQ/2017/41.3.07","MIS Q.","September 2017","41","3","","September","2017","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","3177636","Kai R. Larsen and Chih How Bong","","","","A Tool for Addressing Construct Identity in Literature Reviews and Meta-analyses","529--551","","23","construct identity detector (CID), construct identity fallacy (CIF), construct validity, design science, inter-nomological network, jingle and jangle fallacy, latent semantic analysis (LSA), natural language processing (NLP), nomological networks, ontologies, synonymy and polysemy","10.25300/MISQ/2016/40.3.01","MIS Q.","September 2016","40","3","","September","2016","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","3177679","Konstantinos  Trantopoulos and Georg  von Krogh and Martin W. Wallin and Martin  Woerter","","","","External Knowledge and Information Technology: Implications for Process Innovation Performance","287--300","","14","Industry 4.0, absorptive capacity, business value of IT, digitization, external search, firm performance, innovation strategy, knowledge-based view of the firm, open innovation, process innovation","10.25300/MISQ/2017/41.1.15","MIS Q.","March 2017","41","1","","March","2017","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2481696","De  Liu and Xun  Li and Radhika  Santhanam","","","","Digital Games and Beyond: What Happens when Players Compete?","111--124","","14","digital games, experimental study, intrinsic motivation, tournament theory","10.25300/MISQ/2013/37.1.05","MIS Q.","March 2013","37","1","","March","2013","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
"article","2600519","Paulo B. Goes","","","","Editor's Comments: Design Science Research in Top Information Systems Journals","iii--viii","","","","","MIS Q.","March 2014","38","1","","March","2014","0276-7783","","","","","","Society for Information Management and The Management Information Systems Research Center","Minneapolis, MN, USA"
